name,category,price,quantity
Voltix Eco Switch 1/2inch,Electrical,61.59,21
ProFix Compact Drill 10mm,Power Tools,66.58,22
ProFix Quick-Fit Ball Valve 250mm,Plumbing,40.96,39
ProFix Quick-Fit Sprayer 1/2inch,Garden,124.83,52
ProFix Premium Switch,Electrical,19.65,54
SecureHold Heavy-Duty Lockset,Hardware,97.84,60
SureGrip Multi-Purpose Sandpaper Pack 1/2inch,Consumables,18.32,429
HardPro Compact Washer,Fasteners,11.79,66
ToolMight Compact Hinge 250mm,Hardware,90.8,64
AquaFlow Quick-Fit Switch,Electrical,6.4,106
ToolMight Compact Circular Saw 25mm,Power Tools,140.68,3
ToolMight Eco Bolt,Fasteners,1.38,52
BrightBuild Premium Utility Knife,Tools,37.43,30
SureGrip Galvanized Exterior Paint (L),Paint & Adhesives,35.03,47
SureGrip Multi-Purpose Extension Lead,Electrical,6.63,101
Voltix Heavy-Duty Zip Ties Pack,Consumables,4.82,312
ProFix Stainless Silicone Sealant (ml),Paint & Adhesives,37.83,16
AquaFlow Multi-Purpose Dust Mask,Safety,11.46,156
SecureHold Quick-Fit Angle Grinder 25mm,Power Tools,223.98,5
ProFix Compact Wood Glue (ml),Paint & Adhesives,8.82,29
MasterCraft Precision Teflon Tape 32mm,Plumbing,64.03,26
ProFix Galvanized Pruning Shears,Garden,53.02,6
ProFix Heavy-Duty Pruning Shears,Garden,42.22,29
SecureHold Industrial Nut,Fasteners,10.63,151
HardPro Galvanized Teflon Tape,Plumbing,23.69,43
HardPro Eco Bolt,Fasteners,8.12,51
SureGrip Stainless Tape Measure,Tools,88.52,9
ToolMight Quick-Fit Epoxy (ml),Paint & Adhesives,26.83,67
ToolMight Quick-Fit Washer,Fasteners,12.24,63
SureGrip Galvanized Screwdriver Set,Tools,100.18,16
Voltix Multi-Purpose Screwdriver Set,Tools,129.42,55
ProFix Heavy-Duty Drill,Power Tools,41.03,2
MasterCraft Stainless Ball Valve,Plumbing,28.55,31
HardPro Galvanized Switch,Electrical,36.43,106
SecureHold Compact Ball Valve,Plumbing,68.78,74
HardPro Precision Tap Washer,Plumbing,76.9,77
HardPro Compact Angle Grinder,Power Tools,260.29,8
SecureHold Compact Safety Glasses,Safety,47.72,124
SecureHold Industrial Hose Reel 20mm,Garden,53.9,40
IronWorks Multi-Purpose Cabinet Knob 32mm,Hardware,66.27,85
AquaFlow Galvanized Pipe (m),Plumbing,87.32,27
BrightBuild Eco Tape Measure,Tools,77.28,59
Voltix Premium Door Handle,Hardware,59.44,90
MasterCraft Premium Lockset,Hardware,34.44,14
BrightBuild Galvanized Garden Fork,Garden,34.77,57
BrightBuild Precision Interior Paint (L),Paint & Adhesives,8.79,65
ToolMight Stainless Ear Protection 32mm,Safety,14.01,95
IronWorks Premium Ear Protection,Safety,25.25,136
SecureHold Multi-Purpose Sandpaper Pack 1/2inch,Consumables,17.85,219
IronWorks Compact Handsaw,Tools,102.41,52
BrightBuild Stainless Zip Ties Pack,Consumables,8.09,63
SureGrip Heavy-Duty Pipe (m),Plumbing,54.86,45
Voltix Industrial Washer,Fasteners,10.32,100
IronWorks Multi-Purpose Hose Connector,Plumbing,61.3,35
SecureHold Premium Cabinet Knob 1/2inch,Hardware,84.01,57
SecureHold Galvanized Zip Ties Pack 32mm,Consumables,7.94,164
HardPro Galvanized Lockset,Hardware,78.91,81
ToolMight Compact Hose Connector,Plumbing,28.43,24
Voltix Compact Cabinet Knob,Hardware,27.27,68
HardPro Premium Pliers,Tools,63.37,21
IronWorks Precision Lockset,Hardware,54.87,74
SureGrip Industrial Teflon Tape,Plumbing,57.25,63
MasterCraft Industrial Sandpaper Pack,Consumables,12.58,449
SecureHold Galvanized Zip Ties Pack,Consumables,13.0,443
HardPro Heavy-Duty Hose Reel,Garden,118.3,26
IronWorks Multi-Purpose Interior Paint (L),Paint & Adhesives,49.72,55
ToolMight Premium Sprayer 1/4inch,Garden,25.15,25
AquaFlow Eco Screwdriver Set 1/4inch,Tools,130.12,22
MasterCraft Quick-Fit Switch,Electrical,3.49,39
SureGrip Heavy-Duty Extension Lead,Electrical,6.12,87
ProFix Quick-Fit Zip Ties Pack 32mm,Consumables,9.26,151
ToolMight Precision Interior Paint (L),Paint & Adhesives,15.49,29
HardPro Industrial Cable Clips Pack,Consumables,10.11,290
ProFix Stainless Impact Driver,Power Tools,82.95,2
SecureHold Multi-Purpose Pliers,Tools,48.64,34
SecureHold Premium Silicone Sealant (ml),Paint & Adhesives,34.19,50
HardPro Industrial Wood Glue (ml),Paint & Adhesives,19.1,69
SureGrip Multi-Purpose Cabinet Knob,Hardware,45.57,78
MasterCraft Premium Epoxy (ml),Paint & Adhesives,61.41,28
Voltix Heavy-Duty Tap Washer,Plumbing,97.48,44
ToolMight Heavy-Duty Epoxy (ml),Paint & Adhesives,42.82,40
SureGrip Multi-Purpose Circular Saw,Power Tools,148.9,10
HardPro Multi-Purpose Handsaw 1/4inch,Tools,53.47,12
SureGrip Precision LED Bulb 1/4inch,Electrical,14.5,22
ToolMight Heavy-Duty Lockset,Hardware,29.75,77
SecureHold Premium Nut,Fasteners,6.69,52
MasterCraft Industrial Circular Saw 1/4inch,Power Tools,117.87,16
HardPro Galvanized Cable Clips Pack,Consumables,9.61,104
SureGrip Industrial Circular Saw,Power Tools,302.82,11
IronWorks Quick-Fit Wire (m),Electrical,105.07,63
HardPro Galvanized Hinge,Hardware,33.38,67
SecureHold Multi-Purpose Pipe (m),Plumbing,48.62,42
ToolMight Quick-Fit LED Bulb,Electrical,23.54,78
SureGrip Galvanized Silicone Sealant (ml),Paint & Adhesives,71.23,63
MasterCraft Premium Cabinet Knob 250mm,Hardware,59.32,90
Voltix Eco Door Handle 32mm,Hardware,71.33,25
SureGrip Heavy-Duty Utility Knife 250mm,Tools,99.81,17
HardPro Multi-Purpose Extension Lead,Electrical,3.25,58
ProFix Galvanized Drill,Power Tools,344.52,3
IronWorks Multi-Purpose Ball Valve,Plumbing,4.2,29
HardPro Compact Impact Driver 1/4inch,Power Tools,331.14,19
BrightBuild Eco Pipe (m),Plumbing,21.39,29
HardPro Galvanized Anchor,Fasteners,10.35,174
AquaFlow Multi-Purpose Extension Lead,Electrical,61.73,48
ToolMight Compact Pipe (m),Plumbing,47.65,9
SecureHold Precision Utility Knife,Tools,24.26,36
AquaFlow Heavy-Duty Epoxy (ml),Paint & Adhesives,36.16,60
ToolMight Galvanized Dust Mask,Safety,33.89,169
MasterCraft Industrial Cable Clips Pack,Consumables,22.3,430
ProFix Quick-Fit Hose Reel,Garden,14.96,55
AquaFlow Galvanized Cable Clips Pack,Consumables,17.41,449
MasterCraft Precision Hinge,Hardware,10.63,71
Voltix Premium Exterior Paint (L),Paint & Adhesives,22.55,6
HardPro Galvanized Nails Pack,Consumables,7.23,104
BrightBuild Premium Cabinet Knob,Hardware,71.08,26
Voltix Heavy-Duty Hinge 12mm,Hardware,35.22,13
ProFix Compact Hinge,Hardware,33.93,34
ToolMight Stainless Screw,Fasteners,8.06,189
HardPro Heavy-Duty Angle Grinder,Power Tools,252.35,8
IronWorks Compact Cabinet Knob,Hardware,10.54,15
AquaFlow Multi-Purpose Circuit Breaker,Electrical,30.8,110
SureGrip Premium Nut,Fasteners,15.61,156
MasterCraft Precision Screwdriver Set 10mm,Tools,21.65,36
HardPro Heavy-Duty Hose Connector 20mm,Plumbing,38.03,42
SureGrip Premium Socket Outlet,Electrical,51.44,86
IronWorks Stainless Hammer,Tools,122.07,11
ProFix Precision Sprayer 300mm,Garden,87.28,44
Voltix Quick-Fit Work Gloves,Safety,42.92,164
ProFix Heavy-Duty Silicone Sealant (ml),Paint & Adhesives,34.02,23
Voltix Quick-Fit Work Gloves 1/2inch,Safety,11.54,151
BrightBuild Galvanized Ball Valve 10mm,Plumbing,96.31,63
ToolMight Multi-Purpose Screwdriver Set,Tools,128.96,52
SecureHold Premium Bolt,Fasteners,17.64,140
SecureHold Eco Hose Reel 1/4inch,Garden,39.33,4
MasterCraft Precision Hose Reel,Garden,64.61,47
AquaFlow Compact Nails Pack,Consumables,7.45,261
SecureHold Stainless Circuit Breaker,Electrical,56.29,38
HardPro Industrial Switch,Electrical,81.87,45
SureGrip Compact Cabinet Knob,Hardware,67.26,68
ToolMight Quick-Fit Zip Ties Pack,Consumables,8.03,309
HardPro Premium Drill,Power Tools,336.4,6
SecureHold Stainless Safety Glasses,Safety,8.9,71
SureGrip Industrial Dust Mask 16mm,Safety,72.07,59
IronWorks Premium Safety Glasses,Safety,6.64,144
ToolMight Premium Nut,Fasteners,5.41,180
Voltix Heavy-Duty Door Handle,Hardware,47.12,39
HardPro Multi-Purpose Cable Clips Pack,Consumables,11.13,118
ToolMight Quick-Fit Sprayer,Garden,23.23,16
HardPro Quick-Fit LED Bulb 32mm,Electrical,67.41,76
HardPro Premium Socket Outlet,Electrical,11.01,69
AquaFlow Industrial Hose Reel 32mm,Garden,33.33,13
AquaFlow Precision Safety Glasses 300mm,Safety,30.64,72
ProFix Industrial Extension Lead,Electrical,12.49,55
BrightBuild Quick-Fit Silicone Sealant (ml),Paint & Adhesives,52.49,68
SureGrip Eco Ear Protection 1/2inch,Safety,22.54,57
IronWorks Industrial Screw,Fasteners,1.66,105
SecureHold Multi-Purpose Nut,Fasteners,9.19,70
MasterCraft Precision Exterior Paint (L),Paint & Adhesives,37.19,9
MasterCraft Quick-Fit Work Gloves,Safety,48.61,131
HardPro Stainless Wood Glue (ml),Paint & Adhesives,70.62,69
IronWorks Stainless Sprayer 1/2inch,Garden,34.63,15
IronWorks Eco Nut,Fasteners,6.2,55
MasterCraft Heavy-Duty Wire (m),Electrical,28.81,119
AquaFlow Stainless Pipe (m),Plumbing,63.75,31
MasterCraft Galvanized Bolt,Fasteners,1.65,134
AquaFlow Quick-Fit Exterior Paint (L),Paint & Adhesives,51.02,24
Voltix Stainless Teflon Tape 1/2inch,Plumbing,105.47,6
IronWorks Multi-Purpose Hammer 12mm,Tools,54.83,16
MasterCraft Stainless Chisel,Tools,80.39,22
IronWorks Galvanized Cabinet Knob 32mm,Hardware,43.07,34
HardPro Premium Pipe (m),Plumbing,2.5,33
MasterCraft Precision Sandpaper Pack,Consumables,23.92,399
SecureHold Compact Tap Washer 20mm,Plumbing,76.55,44
BrightBuild Industrial Hose Reel 10mm,Garden,88.44,26
MasterCraft Industrial Drill,Power Tools,226.88,7
ToolMight Compact Ear Protection 25mm,Safety,28.21,113
ToolMight Industrial Silicone Sealant (ml),Paint & Adhesives,43.76,41
AquaFlow Compact Hammer,Tools,32.57,13
AquaFlow Compact Dust Mask,Safety,13.77,163
SureGrip Heavy-Duty Nut,Fasteners,6.1,105
HardPro Stainless Interior Paint (L),Paint & Adhesives,45.44,19
Voltix Galvanized Socket Outlet 32mm,Electrical,60.49,18
AquaFlow Stainless Exterior Paint (L),Paint & Adhesives,44.47,60
MasterCraft Multi-Purpose Hammer,Tools,16.88,12
IronWorks Galvanized Sprayer,Garden,113.48,26
SecureHold Stainless Tape Measure,Tools,16.46,13
ProFix Multi-Purpose Anchor,Fasteners,5.61,63
HardPro Quick-Fit Wood Glue (ml),Paint & Adhesives,59.93,39
AquaFlow Multi-Purpose Screwdriver Set,Tools,73.96,56
MasterCraft Quick-Fit Teflon Tape,Plumbing,51.13,60
BrightBuild Eco Cabinet Knob,Hardware,87.6,49
ProFix Premium Safety Glasses,Safety,50.85,175
HardPro Multi-Purpose Safety Glasses,Safety,77.61,79
BrightBuild Industrial Nut,Fasteners,10.68,98
IronWorks Quick-Fit Sandpaper Pack,Consumables,14.01,418
SureGrip Stainless Jigsaw,Power Tools,120.62,8
IronWorks Stainless Ear Protection,Safety,51.51,174
Voltix Eco Washer 1/2inch,Fasteners,0.75,136
Voltix Precision Wire (m),Electrical,44.62,119
AquaFlow Stainless Epoxy (ml),Paint & Adhesives,23.2,16
ProFix Premium Tap Washer,Plumbing,69.6,78
HardPro Industrial Screwdriver Set 25mm,Tools,139.34,31
SecureHold Stainless Adjustable Wrench 16mm,Tools,109.17,15
HardPro Precision Sandpaper Pack,Consumables,7.49,318
AquaFlow Galvanized Dust Mask 1/2inch,Safety,22.85,196
HardPro Precision Jigsaw,Power Tools,285.28,9
IronWorks Industrial Jigsaw 300mm,Power Tools,441.87,20
SecureHold Heavy-Duty Jigsaw,Power Tools,244.2,17
HardPro Stainless Epoxy (ml),Paint & Adhesives,54.11,50
SecureHold Compact Zip Ties Pack 25mm,Consumables,8.46,238
ProFix Multi-Purpose Zip Ties Pack,Consumables,16.34,280
Voltix Industrial Hinge 16mm,Hardware,62.35,36
ToolMight Stainless Tap Washer,Plumbing,71.68,71
MasterCraft Precision Dust Mask,Safety,37.46,104
ToolMight Industrial Angle Grinder,Power Tools,449.38,14
AquaFlow Eco Tap Washer 1/4inch,Plumbing,84.09,21
IronWorks Premium Handsaw 1/2inch,Tools,48.75,11
HardPro Heavy-Duty Zip Ties Pack 10mm,Consumables,19.76,154
SecureHold Stainless Dust Mask 1/2inch,Safety,35.35,144
AquaFlow Industrial LED Bulb,Electrical,34.4,61
HardPro Industrial Extension Lead,Electrical,4.5,29
ToolMight Quick-Fit Nails Pack,Consumables,19.24,374
ProFix Eco Impact Driver 16mm,Power Tools,297.7,24
SecureHold Precision Nut,Fasteners,9.07,60
IronWorks Eco Sandpaper Pack,Consumables,10.49,155
BrightBuild Stainless Bolt,Fasteners,3.78,68
SureGrip Compact Impact Driver 10mm,Power Tools,374.13,23
HardPro Multi-Purpose Safety Glasses,Safety,41.48,152
SecureHold Heavy-Duty Extension Lead,Electrical,45.11,53
IronWorks Galvanized Pruning Shears 10mm,Garden,11.45,20
IronWorks Multi-Purpose Ear Protection,Safety,36.47,72
AquaFlow Eco Dust Mask 25mm,Safety,52.73,13
IronWorks Precision Impact Driver,Power Tools,286.4,15
SureGrip Industrial Angle Grinder 25mm,Power Tools,475.07,23
ToolMight Compact Lockset,Hardware,23.65,30
IronWorks Eco Impact Driver,Power Tools,138.07,6
ToolMight Compact Bolt 20mm,Fasteners,4.5,135
SecureHold Stainless Pruning Shears,Garden,12.01,34
ProFix Compact Exterior Paint (L),Paint & Adhesives,65.43,31
SureGrip Quick-Fit Hose Connector 12mm,Plumbing,49.21,38
SureGrip Heavy-Duty Wire (m),Electrical,38.26,105
Voltix Multi-Purpose Drill 1/4inch,Power Tools,284.11,16
ToolMight Stainless Dust Mask 10mm,Safety,17.77,167
ProFix Precision Screw 10mm,Fasteners,4.24,188
MasterCraft Eco Zip Ties Pack,Consumables,5.53,27
SecureHold Precision Hammer,Tools,37.43,38
ToolMight Multi-Purpose Extension Lead,Electrical,64.29,69
SureGrip Precision Ball Valve,Plumbing,76.09,45
IronWorks Industrial Screw,Fasteners,5.15,52
MasterCraft Heavy-Duty Switch,Electrical,42.78,71
BrightBuild Eco Angle Grinder 1/2inch,Power Tools,186.6,19
HardPro Industrial Cable Clips Pack 1/4inch,Consumables,13.88,426
HardPro Compact Bolt,Fasteners,7.72,57
SecureHold Precision Teflon Tape 250mm,Plumbing,20.02,76
MasterCraft Precision Tape Measure 300mm,Tools,63.79,52
ToolMight Industrial Tape Measure,Tools,91.27,35
MasterCraft Premium Bolt,Fasteners,11.58,50
BrightBuild Premium Switch,Electrical,9.25,106
AquaFlow Galvanized Safety Glasses,Safety,27.68,164
BrightBuild Galvanized Tape Measure,Tools,136.7,8
SureGrip Premium Epoxy (ml),Paint & Adhesives,74.42,51
ProFix Stainless Exterior Paint (L),Paint & Adhesives,15.91,58
SureGrip Eco Work Gloves,Safety,14.47,70
IronWorks Heavy-Duty Epoxy (ml),Paint & Adhesives,46.82,32
SureGrip Galvanized Bolt,Fasteners,14.68,118
Voltix Stainless Pliers 12mm,Tools,128.02,10
MasterCraft Heavy-Duty Interior Paint (L),Paint & Adhesives,10.07,50
HardPro Quick-Fit Lockset,Hardware,50.7,82
ToolMight Eco Dust Mask 12mm,Safety,27.15,165
HardPro Multi-Purpose Hose Reel 250mm,Garden,66.71,33
AquaFlow Eco Ear Protection,Safety,25.71,184
BrightBuild Heavy-Duty Switch 32mm,Electrical,69.37,77
MasterCraft Premium Ear Protection 20mm,Safety,18.78,123
ToolMight Premium Cable Clips Pack 32mm,Consumables,15.55,435
MasterCraft Galvanized Ball Valve,Plumbing,75.62,70
SureGrip Quick-Fit Wire (m),Electrical,22.31,65
IronWorks Precision Sandpaper Pack,Consumables,8.67,291
Voltix Precision Screwdriver Set,Tools,62.9,32
SecureHold Precision Extension Lead,Electrical,11.26,31
SureGrip Industrial Garden Fork,Garden,132.8,36
Voltix Premium Nails Pack 250mm,Consumables,18.88,363
BrightBuild Industrial Sprayer,Garden,68.19,41
SecureHold Heavy-Duty Nails Pack,Consumables,4.38,439
Voltix Precision Circular Saw 300mm,Power Tools,97.63,11
SureGrip Eco Hinge,Hardware,12.41,71
ToolMight Premium Garden Fork,Garden,36.2,44
IronWorks Quick-Fit Handsaw,Tools,132.63,12
IronWorks Precision Silicone Sealant (ml),Paint & Adhesives,30.27,57
ProFix Compact LED Bulb,Electrical,7.21,71
HardPro Quick-Fit Cabinet Knob 12mm,Hardware,30.06,22
IronWorks Industrial Switch,Electrical,8.25,78
BrightBuild Premium Interior Paint (L),Paint & Adhesives,56.91,28
SureGrip Multi-Purpose Jigsaw 32mm,Power Tools,264.01,21
IronWorks Industrial Nails Pack,Consumables,15.38,279
ToolMight Premium Ear Protection,Safety,61.8,96
ProFix Quick-Fit Work Gloves,Safety,51.52,37
ProFix Industrial Cabinet Knob,Hardware,48.85,52
HardPro Multi-Purpose Pruning Shears 1/4inch,Garden,15.95,4
HardPro Premium Wood Glue (ml),Paint & Adhesives,46.14,22
ProFix Heavy-Duty Garden Fork,Garden,20.8,49
SecureHold Compact Zip Ties Pack,Consumables,10.5,212
HardPro Heavy-Duty Garden Fork,Garden,96.37,57
MasterCraft Premium Hose Connector 25mm,Plumbing,83.23,36
HardPro Heavy-Duty Dust Mask 10mm,Safety,45.09,142
BrightBuild Quick-Fit Dust Mask,Safety,39.3,17
MasterCraft Eco Circular Saw 32mm,Power Tools,94.32,24
Voltix Multi-Purpose Socket Outlet 25mm,Electrical,59.81,64
IronWorks Quick-Fit Dust Mask,Safety,19.51,19
ToolMight Stainless Bolt 16mm,Fasteners,10.46,117
SureGrip Premium Extension Lead,Electrical,5.3,113
HardPro Eco Safety Glasses,Safety,23.11,120
BrightBuild Precision Zip Ties Pack,Consumables,31.1,286
SureGrip Premium Screw,Fasteners,12.39,177
MasterCraft Galvanized Epoxy (ml),Paint & Adhesives,29.95,52
SureGrip Galvanized Safety Glasses,Safety,13.82,47
ToolMight Precision Extension Lead 300mm,Electrical,64.25,79
MasterCraft Precision Washer,Fasteners,9.68,89
IronWorks Eco Sprayer,Garden,73.17,41
ProFix Premium Impact Driver 1/2inch,Power Tools,172.66,18
MasterCraft Premium Anchor 1/2inch,Fasteners,7.14,143
IronWorks Quick-Fit Exterior Paint (L),Paint & Adhesives,52.59,61
HardPro Premium Hose Reel,Garden,58.88,40
AquaFlow Multi-Purpose Hose Connector,Plumbing,8.61,26
HardPro Stainless Screwdriver Set,Tools,92.81,8
ToolMight Quick-Fit Bolt,Fasteners,1.14,81
Voltix Industrial Anchor,Fasteners,0.98,80
BrightBuild Multi-Purpose Switch,Electrical,30.7,85
SureGrip Precision Handsaw,Tools,70.56,54
MasterCraft Precision Drill,Power Tools,157.26,25
SureGrip Industrial Sprayer,Garden,101.21,44
SecureHold Heavy-Duty Nut 1/4inch,Fasteners,2.07,176
Voltix Compact Wire (m),Electrical,8.62,50
BrightBuild Premium Hinge,Hardware,36.33,34
IronWorks Quick-Fit Socket Outlet,Electrical,54.79,51
Voltix Industrial Hose Reel,Garden,48.36,59
HardPro Compact LED Bulb,Electrical,51.52,42
Voltix Multi-Purpose Screw,Fasteners,0.45,136
BrightBuild Stainless Safety Glasses 300mm,Safety,17.65,94
HardPro Compact Zip Ties Pack,Consumables,23.7,291
BrightBuild Stainless Exterior Paint (L),Paint & Adhesives,32.78,41
BrightBuild Eco Bolt,Fasteners,8.57,111
Voltix Industrial Silicone Sealant (ml),Paint & Adhesives,9.89,24
IronWorks Galvanized Work Gloves,Safety,4.15,183
SureGrip Industrial Hammer,Tools,44.82,37
Voltix Multi-Purpose Wire (m),Electrical,81.04,95
AquaFlow Heavy-Duty Zip Ties Pack,Consumables,22.46,160
BrightBuild Premium Safety Glasses 20mm,Safety,49.28,169
Voltix Quick-Fit Teflon Tape 32mm,Plumbing,82.36,11
SureGrip Galvanized Epoxy (ml),Paint & Adhesives,13.56,58
HardPro Multi-Purpose Wire (m),Electrical,2.0,12
IronWorks Compact Nails Pack 20mm,Consumables,15.35,135
ProFix Stainless Hose Connector,Plumbing,52.16,19
SureGrip Multi-Purpose Handsaw,Tools,7.6,32
SecureHold Eco Switch 1/4inch,Electrical,45.54,32
IronWorks Eco Pliers,Tools,42.62,58
IronWorks Compact Drill,Power Tools,150.0,2
HardPro Stainless Dust Mask,Safety,7.98,183
ToolMight Premium Silicone Sealant (ml),Paint & Adhesives,28.67,23
Voltix Industrial Dust Mask,Safety,46.77,25
MasterCraft Precision Tap Washer,Plumbing,72.33,68
Voltix Premium Circular Saw 32mm,Power Tools,158.53,20
IronWorks Compact Circular Saw 16mm,Power Tools,153.41,20
SureGrip Stainless Lockset,Hardware,42.04,51
IronWorks Galvanized Ball Valve,Plumbing,2.52,34
BrightBuild Stainless Hose Reel 16mm,Garden,58.23,29
IronWorks Industrial Circuit Breaker 300mm,Electrical,54.96,99
MasterCraft Eco Interior Paint (L),Paint & Adhesives,10.57,54
SureGrip Eco Lockset,Hardware,4.64,25
SureGrip Stainless Work Gloves,Safety,26.84,84
Voltix Galvanized Extension Lead,Electrical,58.96,49
ProFix Multi-Purpose Sandpaper Pack 10mm,Consumables,13.85,309
MasterCraft Quick-Fit Nails Pack 16mm,Consumables,27.16,47
ProFix Industrial Hinge 32mm,Hardware,20.89,44
SecureHold Quick-Fit Anchor,Fasteners,15.28,93
IronWorks Quick-Fit Chisel 20mm,Tools,128.05,22
SecureHold Galvanized Sprayer,Garden,44.64,31
Voltix Eco Pliers 12mm,Tools,6.82,40
MasterCraft Multi-Purpose Door Handle,Hardware,34.93,10
ProFix Galvanized Zip Ties Pack,Consumables,24.23,490
ProFix Eco Screw 300mm,Fasteners,5.92,52
SureGrip Premium Jigsaw,Power Tools,278.9,7
SecureHold Eco Garden Fork,Garden,27.41,51
Voltix Multi-Purpose Work Gloves,Safety,23.01,63
BrightBuild Quick-Fit Nut,Fasteners,11.99,122
BrightBuild Stainless Hose Reel,Garden,137.99,43
HardPro Industrial Screw,Fasteners,4.97,95
BrightBuild Eco Safety Glasses 16mm,Safety,42.91,121
SecureHold Premium Screwdriver Set 12mm,Tools,97.35,50
MasterCraft Heavy-Duty Nut 32mm,Fasteners,12.47,131
BrightBuild Heavy-Duty Circuit Breaker 1/4inch,Electrical,25.63,70
SureGrip Industrial Sprayer,Garden,5.99,12
AquaFlow Precision Tap Washer,Plumbing,54.08,7
HardPro Precision Exterior Paint (L),Paint & Adhesives,4.8,42
BrightBuild Compact Pipe (m),Plumbing,88.55,20
ProFix Industrial Drill,Power Tools,347.07,22
ToolMight Compact Pliers,Tools,120.69,17
MasterCraft Stainless Bolt,Fasteners,16.94,112
SureGrip Galvanized Cable Clips Pack 20mm,Consumables,16.45,112
HardPro Precision Interior Paint (L),Paint & Adhesives,40.18,15
MasterCraft Galvanized Hinge 10mm,Hardware,75.61,42
MasterCraft Multi-Purpose Hose Connector,Plumbing,88.85,47
